Job Opening ID,Featured Jobs,Remote,Posting Date,Title,Company,Industry,Job Type,Salary,Location,City,State,Zip Code,Country,Full Address,Latitude,Longitude,Job Discription,Job Details Link,Send Applications to  (Email/URL),Company Logo,Status
,,,12/23/21,Part Time Store Associate,Curaleaf,Wellness,,,"Newark, OH",,,,United States,"Newark, OH    United States",40.0581205,-82.4012642,,http://jobviewtrack.com/en-gb/job-1a1d417d4c161b4e731d4d0648201d140a431d091d16287849425f014f3e460654433c0803026770151a1d537e4250482f371b01551100221b1201040c41000d6b205e444f482c55575c1647/030d81eb6fd026a35984e30ddd5cdf2d.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,301
,,,12/23/21,Dispensary Associate - Full Time,Curaleaf,Wellness,,,"Lake Worth, FL",,,,United States,"Lake Worth, FL    United States",26.6167555,-80.0684479,,http://jobviewtrack.com/en-gb/job-4b13416b5808034e731d4d0648201d140a431d091d16286d484141443b074a1122221b1201040c41000d6b355f47512f790d020b264d105051/bec1424035ba6f5a012b97bd7482c767.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,301
,,,12/23/21,Senior attorney/associate,Curaleaf,Wellness,,,"Reno, NV",,,,United States,"Reno, NV    United States",39.5296329,-119.8138027,,http://jobviewtrack.com/en-gb/job-1a4a416c5e17000d4e15540648201a130a521a0d1071794e534442164f2f53004f110604176536451a0106010a6a4e5e4207060f531122221c1501150b450d6a3a164442525f2c555a5e1146/fdd9b6ec97e96b318fd50d4e52156072.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,301
,,,12/25/21,Inventory Specialist,Curaleaf,Wellness,,,"Chicago, IL",,,,United States,"Chicago, IL    United States",34.4208305,-119.6981901,,http://jobviewtrack.com/en-gb/job-191c416443120a00531b521a48321e020649150400005e2974435b01011a480659613b110b040c4118011a072b1c0a1c19/b51e2c7c1be32a1d2b89a6d5101d1667.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,301
,,,12/25/21,Sanitation Team Member,Curaleaf,Wellness,,,"Lakeville, MA",,,,United States,"Lakeville, MA    United States",33.4483771,-112.0740373,,http://jobviewtrack.com/en-gb/job-1e1241794805024e6a114d010d136c34044e1d1c08074344532f6001020c420622370d00036650194c5c/0ce9b1b576441aad686b1348196474cb.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,301
,,,12/25/21,Shift Supervisor,Curaleaf,Wellness,,,"Millbury, MA",,,,United States,"Millbury, MA    United States",42.1920719,-71.761522,,http://jobviewtrack.com/en-gb/job-4918417e450d091a072755130d13180e164f066a3a1b434d492f7e111f0b5502491007136f5657184d50/8efde12b80a827db8d323656ca0da6ed.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,301
,,,12/25/21,Farm Laborer,Curaleaf,Wellness,,,"Queensbury, NY",,,,United States,"Queensbury, NY    United States",43.353627,-73.6771662,,http://jobviewtrack.com/en-gb/job-4b1f416b4c16024e6b15420c1a041c65234106056b3f4b49525f48166e5f114d1254/a5fc50aa93109f213ff49321f792e31a.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,301
,,,12/25/21,General Labor (Temp-to-Hire),Curaleaf,Wellness,,,"Shamokin, PA",,,,United States,"Shamokin, PA    United States",33.8710729,-117.8627548,,http://jobviewtrack.com/en-gb/job-1a18416a480a0a1c4618002f09030115676c150a0601286c584348160e022520450e186059525218/1db1d6b0eb7e7092105b3574930d7c50.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,301
,,,12/25/21,HR Operations Coordinator,Curaleaf,Wellness,,,"Wakefield, MA",,,,United States,"Wakefield, MA    United States",42.5039395,-71.0723391,,http://jobviewtrack.com/en-gb/job-4c1e41657f442c014806440a06001a0817223b180c014b5f544243174f2d481b5207010f0f130a5276203b5362793f657f44201e42064117010e001467631b071b1743455c5942166e5f14441554/34e2e1ed48320e19d6640ae6a2889be6.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,301
,,,12/25/21,Lead Cultivation Associate,Curaleaf,Wellness,,,"Fargo, ND",,,,United States,"Fargo, ND    United States",46.8771863,-96.7898034,,http://jobviewtrack.com/en-gb/job-1c1c416c5e17000d4e1554066a2d0b060122371d0507435d5c59440b016f1643175159/3e5bf87691ade18592c34c41099136d3.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,301
,,,12/25/21,Part Time Store Associate,Curaleaf,Wellness,,,"Gaithersburg, MD",,,,United States,"Gaithersburg, MD    United States",39.1439689,-77.2016062,,http://jobviewtrack.com/en-gb/job-4e1d417d4c161b4e731d4d0648201d140a431d091d16287849425f014f3e460654433c0803026770151a1d537e4250482f371b01551100221b1201040c41000d6b205e444f482c555d5a124c/c174a2e1458874be42ea15116eb9b486.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,301
,,,12/25/21,Cultivation Technician,Curaleaf,Wellness,,,"Johnstown, OH",,,,United States,"Johnstown, OH    United States",40.1536742,-82.6851699,,http://jobviewtrack.com/en-gb/job-4c1e4179480707004e17490206632d1209541d1e08074344532c1c5c5f5814/5f66a567e094b14eb31a98a4a6022595.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,301
,,,12/25/21,"Regional Compliance Manager, Western",Curaleaf,Wellness,,,California,,,,United States,California    United States,36.778261,-119.4179324,,http://jobviewtrack.com/en-gb/job-181c417f4803060149154c43250000060245066a2a1c475b51444c0a0c0b0739410d09060b156772110f001c444a510d6e0b021e4b1d410d0b046c2a044e150f0c01286852405d08060f491745625b565e/3ca90a5cbc682ab104fef9daf768f42d.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,301
,,,12/28/21,Lead Cultivation Associate,Curaleaf,Wellness,,,"Fargo, ND",,,,United States,"Fargo, ND    United States",46.8771863,-96.7898034,,http://jobviewtrack.com/en-gb/job-1c1c416c5e17000d4e1554066a2d0b060122371d0507435d5c59440b016f1643175159/3e5bf87691ade18592c34c41099136d3.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,301
,,,12/28/21,Cultivation Technician,Curaleaf,Wellness,,,"Johnstown, OH",,,,United States,"Johnstown, OH    United States",40.1536742,-82.6851699,,http://jobviewtrack.com/en-gb/job-4c1e4179480707004e17490206632d1209541d1e08074344532c1c5c5f5814/5f66a567e094b14eb31a98a4a6022595.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,301
,,,12/28/21,HR Operations Coordinator,Curaleaf,Wellness,,,"Wakefield, MA",,,,United States,"Wakefield, MA    United States",42.5039395,-71.0723391,,http://jobviewtrack.com/en-gb/job-4c1e41657f442c014806440a06001a0817223b180c014b5f544243174f2d481b5207010f0f130a5276203b5362793f657f44201e42064117010e001467631b071b1743455c5942166e5f14441554/34e2e1ed48320e19d6640ae6a2889be6.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,301
,,,12/29/21,OFFICE ASSOCIATE - OPT 2 (VISITOR COORDINATOR),Curaleaf,Wellness,,,"Decatur, IL",,,,United States,"Decatur, IL    United States",39.8403147,-88.9548001,,http://jobviewtrack.com/en-gb/job-194e41624b02060d4254630c07130a0e0b4100071b71654d5b444e014f2f54074f0001001a026761071b0610434a49480d566d21411249000d632d080a52100107125e444f2c1c545f5b16/1fdc19aa3cc0e24bf7abdac70475210f.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,301
,,,12/29/21,IT Technical Lead,Curaleaf,Wellness,,,"Las Vegas, NV",,,,United States,"Las Vegas, NV    United States",42.266757,-72.66898,,http://jobviewtrack.com/en-gb/job-4c1e4179480707004e17490206632d1209541d1e08074344532c1c5658561f/77fb162f0f687c0cd5fc9acd0d2b5f63.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,301
,,,12/30/21,Packer (Thermo) - Nights,Curaleaf,Wellness,,,"Bridgeview, IL",,,,United States,"Bridgeview, IL    United States",36.1699412,-115.1398296,,http://jobviewtrack.com/en-gb/job-184e41647944230b461022370d0206090c431504493f4f4a592f64304f277376693748350b040d4e1d0b081f287f584e450a060d461821525d515a50/64118c2352479767b06e82512b096c58.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,301
,,,12/30/21,Senior Manager Corporate Accounting,Curaleaf,Wellness,,,"Las Vegas, NV",,,,United States,"Las Vegas, NV    United States",32.7766642,-96.7969879,,http://jobviewtrack.com/en-gb/job-4948417e4c080a1d07355310070207061145763b081f4f583f6c5e17000d4e15540669535e5e5017/ed8fc8e11da87b96b87b06c2eb7d628c.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,301
,,,12/31/21,Pharmacy Technician,Curaleaf,Wellness,,,"Alexandria, VA",,,,United States,"Alexandria, VA    United States",41.5034271,-74.0104178,,http://jobviewtrack.com/en-gb/job-131e417d45051d03461759433c040d0f0b491701081d287f584e450a060d4e154e6138090f15084117116841181b0c1a/ed66a93ce43f8365fd6cb9ae2ef70477.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,301
,,,12/31/21,Production Technician,Curaleaf,Wellness,,,Arizona,,,,United States,Arizona    United States,28.0652975,-81.7886906,,http://jobviewtrack.com/en-gb/job-494a41657b252c4e7311430b06080d0e044e763c0c104245544e4405016c6f2261206959565556/66903c321cfab065343637755ed3452b.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,301
,,,12/31/21,Kitchen Technician,Curaleaf,Wellness,,,"Bridgeview, IL",,,,United States,"Bridgeview, IL    United States",41.7500323,-87.8042216,,http://jobviewtrack.com/en-gb/job-494f416644100c06421a00370d0206090c431d0907717e4e5e45430d0c07461a222801150d0f004e755959411e1e/a31312edc46a587a0f53d99648bf321d.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,301
,,,12/31/21,Part Time Dispensary Associate,Curaleaf,Wellness,,,"Deerfield, IL",,,,United States,"Deerfield, IL    United States",42.6261446,-83.0335384,,http://jobviewtrack.com/en-gb/job-1d4a416443120a00531b521a48321e020649150400005e2974435b01011a480659613b110b040c4118011a072b1a0e1b145c/8aa557a760f7d2cf98534709c226055a.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,301
,,,12/31/21,Store Associate - Part Time,Curaleaf,Wellness,,,"Jacksonville, FL",,,,United States,"Jacksonville, FL    United States",39.6578773,-77.1744279,,http://jobviewtrack.com/en-gb/job-4b18416c490906004e075411091507110000351b1a1a595f5c4359663f1c481055001c0801094561071b00005e4a53592f251c1d4e07540206156c26014d1d0600005e595c5944120a6c77064f071d021a0e0a4e75595b451918/d8ba8a16357e02962cdf2c4b38038e11.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,301
,,,12/31/21,Cultivation Technician,Curaleaf,Wellness,,,"Litchfield, IL",,,,United States,"Litchfield, IL    United States",41.8459169,-70.9495226,,http://jobviewtrack.com/en-gb/job-121b417d5f0b0c0b54070026060607090045066a2c1d4d42534848166d3e551b43061b126f5657184159/c3105eddd9693e027c7295ffa5077718.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,301
,,,12/31/21,Processing Lab Technician,Curaleaf,Wellness,,,"Phoenix, AZ",,,,United States,"Phoenix, AZ    United States",30.3321838,-81.655651,,http://jobviewtrack.com/en-gb/job-181e416944171b1c4e165517010e004721521d1e0c01286f4f445b011d6c631d53171a080c1211491b06684a1a1a0c/9a5397c0db96be2f09df72f16e942056.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,301
,,,12/31/21,Temporary Fill Technician,Curaleaf,Wellness,,,"Ravena, NY",,,,United States,"Ravena, NY    United States",38.8048355,-77.0469214,,http://jobviewtrack.com/en-gb/job-1248417d45051d03461749101c41070945631c091b144f2954430d27070f5513456138090f15084117011a072868554c5f030a6f154610525f/b95d894a9cd48330c968a237e92a8f27.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,301
,,,12/31/21,Patient Care Consultant - Part-Time,Curaleaf,Wellness,,,"Scranton, PA",,,,United States,"Scranton, PA    United States",28.0652975,-81.7886906,,http://jobviewtrack.com/en-gb/job-1b19417d4c161b4e731d4d0648310f130c451a1c49304b59582f7d051d1a0720490e0d412d080b5301041d12445f3f7d4c161b4e731d4d0648220f15002224091b070a7f544048663f0f531d450d1c412d0617457559504b1e1a/10d38d5784948115b12512d6345f177c.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,301
,,,12/31/21,(Production Associates) Lab Technician,Curaleaf,Wellness,,,"Watsonville, CA",,,,United States,"Watsonville, CA    United States",38.7632345,-121.1638361,,http://jobviewtrack.com/en-gb/job-1e4f417d5f0b0b1b4400490c064122060700200d0a1b44425e444c0a6d22461600370d0206090c431d0907717a59524958071b07481a00370d0206090c431d0907717a59524958071b07481a00221b1201040c41000d1a717e4e5e45430d0c07461a2154515157/7c096a8b07b880266aaaf6b9833b2191.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,301
,,,01/01/22,Dispensary Associate,Curaleaf,Wellness,,,"Denver, CO",,,,United States,"Denver, CO    United States",41.5261437,-87.8892189,,http://jobviewtrack.com/en-gb/job-491c416c5e17000d4e1554066a25071415451a1b0801532a0c1d1f5d57/c03fb57dd67782e345ce425f2f7a20f4.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,301
,,,01/01/22,Production Technician,Curaleaf,Wellness,,,"Falling Waters, WV",,,,United States,"Falling Waters, WV    United States",39.1753256,-89.6542579,,http://jobviewtrack.com/en-gb/job-4c19417d5f0b0b1b4400490c06413a0206481a010a1a4b453f79480707004e17490206633e150a44010b1d1a45453c1f1e555f56/d50717810f391a3229ca446ce443682b.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,301
,,,01/01/22,Material Resource Planner (MRP),Curaleaf,Wellness,,,"Johnstown, OH",,,,United States,"Johnstown, OH    United States",26.6167555,-80.0684479,,http://jobviewtrack.com/en-gb/job-1c4d41604c100a1c4e154c43380d0f090b45066a3b165944485f4e014f3e4b154e0d0d136c2a3770543805124445585f2f34030f491a45116a2c0f1300521d0905721b130d1b1e/16a57431163cebade33aa949cf8280ab.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,301
,,,01/01/22,Uncapped Income-Entry Level Sales,Curaleaf,Wellness,,,"Las Vegas, NV",,,,United States,"Las Vegas, NV    United States",30.3321838,-81.655651,,http://jobviewtrack.com/en-gb/job-1918416843101d17073845150d0d4e34044c111b6b36445f4f540d280a184218222606151c1e457315040c0028785c4148176d2b4900521a69505b575117/47d51d047c4ed9f7a106ef61af15fcdf.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,301
,,,01/01/22,Entry Level Sales,Curaleaf,Wellness,,,Montana,,,,United States,Montana    United States,33.4483771,-112.0740373,,http://jobviewtrack.com/en-gb/job-1a13416843101d17073845150d0d4e34044c111b6b36445f4f540d280a184218222606151c1e457315040c0028785c4148176d2b4900521a6952565e/a690a2d63a78d47ce315af6f5785c4be.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,301
,,,01/01/22,Production Technician,Curaleaf,Wellness,,,"Tampa, FL",,,,United States,"Tampa, FL    United States",34.0489281,-111.0937311,,http://jobviewtrack.com/en-gb/job-1c4a417d5f0b0b1b4400490c06413a0206481a010a1a4b453f79480707004e17490206633e150a44010b1d1a45453c1e1b5c/4ebf38b089cba58f83cc062b6e2d68f8.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,301
,,,01/01/22,Temporary Fill Technician,Curaleaf,Wellness,,,"Tucson, AZ",,,,United States,"Tucson, AZ    United States",42.4684148,-73.8162354,,http://jobviewtrack.com/en-gb/job-1b19417948091f015515521a48350b040d4e1d0b0012442969484e0c0107441d410d6a350b0a154f06091b0a2b1a041a155758/26292496f217273c43a2638d49387202.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,301
,,,01/01/22,Processing Lab Technician,Curaleaf,Wellness,,,"Wimauma, FL",,,,United States,"Wimauma, FL    United States",33.4483771,-112.0740373,,http://jobviewtrack.com/en-gb/job-1c4941614c064f3a4217480d010207060b2238090b537a59524e48171c07491322331a0e0d0216531d060e537e4e5e45430d0c07461a22370d0206090c431d0907717a59524e48171c074913215651595a/d9f150d004dd045a8a62f702a2169490.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,301
,,,01/03/22,Material Resource Planner (MRP),Curaleaf,Wellness,,,"Lakeland, FL",,,,United States,"Lakeland, FL    United States",40.1536742,-82.6851699,,http://jobviewtrack.com/en-gb/job-1b13417d79443b0b441c4e0a0b080f096774110b011d4348544c43662c1b4b004915091507080b214d585d43/3af32a851fac12269c5468ecaea7dbfe.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,301
,,,01/03/22,Dispensary Associate - Part Time,Curaleaf,Wellness,,,"Wimauma, FL",,,,United States,"Wimauma, FL    United States",40.5186809,-78.3947359,,http://jobviewtrack.com/en-gb/job-4e49417c58050307530d00221b121b15044e170d493a44584d484e10001c2525614339140f0b0c540d482800595e4f4c43070a6c7601410f011517472453071d1b124448582f7c110e024e005943210f1d17004300071b717b6a1d6443171f0b44004f1169585c5e57/71782da2a19b90f3d3be33ef909225d0.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,301
,,,,Part Time Dispensary Associate,Curaleaf,Wellness,,,"Kalamazoo, MI",,,,United States,"Kalamazoo, MI    United States",42.2917069,-85.5872286,,http://jobviewtrack.com/en-gb/job-1919417d4c161b4e731d4d0648201d140a431d091d16287b5c5f59443b074a1122221b1201040c41000d6b234b59492f790d020b264513575c51/bcccdd4a6956d708c1c34f7ec0c92511.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,301
,,,,Dispensary Associate - Part Time,Curaleaf,Wellness,,,"Lutz, FL",,,,United States,"Lutz, FL    United States",28.1511243,-82.4614831,,http://jobviewtrack.com/en-gb/job-121f417d4c161b4e731d4d0648201d140a431d091d16287b5c5f59443b074a1122221b1201040c41000d6b234b59492f790d020b264d10555a/746f0a95f557872aa6b87df21a5a7aec.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,301
,,,,Irrigation Tech,Curaleaf,Wellness,,,"Manassas, VA",,,,United States,"Manassas, VA    United States",38.7509488,-77.4752667,,http://jobviewtrack.com/en-gb/job-4e1b41645f1606094600490c06413a02064876211b01434c5c59440b016c7311430b69535c555318/95581dd08ef2da7f78b8cafba1dd97bb.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,301
,,,,Store Associate - Part Time,Curaleaf,Wellness,,,"Wells, ME",,,,United States,"Wells, ME    United States",43.3222329,-70.5805209,,http://jobviewtrack.com/en-gb/job-4819417d4c161b4e731d4d0648201d140a431d091d16287849425f014f3e460654433c0803026770151a1d537e4250482f371b01551100221b1201040c41000d6b205e444f482c555d5d1641/1c49cdf60d34204844c5d1d66a969acc.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,301
,,,12/22/21,Delivery Drivers,Dark Heart Nursery,Wellness,,,California,,,,United States,California    United States,36.778261,-119.4179324,,http://jobviewtrack.com/en-gb/job-181c416948080618420659432c1307110052076a2d1646424b485f1d6d2a551d56061a126f545210/0a3d3e77382fed5ce45264fd69478a71.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,301
,,,12/23/21,Delivery Drivers,Dark Heart Nursery,Wellness,,,California,,,,United States,California    United States,36.778261,-119.4179324,,http://jobviewtrack.com/en-gb/job-181c416948080618420659432c1307110052076a2d1646424b485f1d6d2a551d56061a126f545210/0a3d3e77382fed5ce45264fd69478a71.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,301
,,,12/17/21,"Marketing Manager, Growth",Digital Surgeons,Wellness,,,"New Haven, CT",,,,United States,"New Haven, CT    United States",41.308274,-72.9278835,,http://jobviewtrack.com/en-gb/job-4f1f41604c16040b531d4e04482c0f090447111a6b3458444a594544220f491547061a6329150a570000493e4b595648590d01092539410d09060b15676d151a02165e42534a2c5c595d14/5b16313911c06e30409bf82f0b44bddc.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,301
,,,01/03/22,Dispensary Retail Associate - D2 Dispensary,Downtown & D2 Dispensaries,Wellness,,,"Port Saint Lucie, FL",,,,United States,"Port Saint Lucie, FL    United States",32.2226066,-110.9747108,,http://jobviewtrack.com/en-gb/job-1d194160420606024276671601050b665c114c5f/e8418d7558e0f1a71e1c7bd63a3d2f6e.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,301
,,,12/22/21,Accounting Clerk / Cash Counter,Dreamfields Brands Inc,Wellness,,,"Desert Hot Springs, CA",,,,United States,"Desert Hot Springs, CA    United States",33.961124,-116.5016784,,http://jobviewtrack.com/en-gb/job-481d416c4e07001b4900490d0f412d0b00521f6a2a1c5f4549485f442c0242064b612b001d0f4563180d1b1828685c5e45442c01521a54061a632f04064f01061d1a444c3c1a1d545f/8de3baef0567650ccec9df2a624f482a.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,301
,,,12/22/21,Cannabis Production Worker,Dreamfields Brands Inc,Wellness,,,"Desert Hot Springs, CA",,,,United States,"Desert Hot Springs, CA    United States",33.961124,-116.5016784,,http://jobviewtrack.com/en-gb/job-1f1c417d5f0b0b1b4400490c06413908174b111a6b23584459584e1006014976770c1a0a0b1567631506071248424e2c1a545f5e/8cf82c23d9fca76b7d6662ac61515ad3.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,301
,,,12/22/21,Cost Accountant - DHS,Dreamfields Brands Inc,Wellness,,,"Desert Hot Springs, CA",,,,United States,"Desert Hot Springs, CA    United States",33.961124,-116.5016784,,http://jobviewtrack.com/en-gb/job-4e1f416e42171b4e6617430c1d0f1a060b5476290a10455e53594c0a1b6c641b531769565e5755/39e5404f99c1f5da765f2e77c1ce4ad2.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,301
,,,12/22/21,Events Coordinator,Dreamfields Brands Inc,Wellness,,,"Desert Hot Springs, CA",,,,United States,"Desert Hot Springs, CA    United States",33.961124,-116.5016784,,http://jobviewtrack.com/en-gb/job-4b4a41685b01011a5454630c07130a0e0b4100071b716f5d584359176d2d481b5207010f0f130a52755f59431a/1270e33f541b4122dcf2c4f3f34feef9.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,301
,,,12/22/21,Supply Chain Manager,Dreamfields Brands Inc,Wellness,,,"Desert Hot Springs, CA",,,,United States,"Desert Hot Springs, CA    United States",33.961124,-116.5016784,,http://jobviewtrack.com/en-gb/job-4f4e417e58141f025e54630b0908004728411a090e1658296e585d14031707374802010f6c34105004041053674a534c4a011d6c641c410a064123060b41130d1b71674a534c4a011d6f10441053/32f36ab411a4f14b5bbb75a76bcc1a4d.html?affid=e7a8839aa0672d93a3c52df41a2ecb62,,https://drive.google.com/uc?export=view&id=17F1bcfazLAUSZuQ9GYs5NYcs6IpCspNo,301
